PERMNO,date,TICKER,COMNAM,RET
12490,7/31/00,IBM,INTERNATIONAL BUSINESS MACHS COR,0.026241
12490,8/31/00,IBM,INTERNATIONAL BUSINESS MACHS COR,0.175142
12490,9/29/00,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.147727
12490,10/31/00,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.124444
12490,11/30/00,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.049442
12490,12/29/00,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.090909
12490,1/31/01,IBM,INTERNATIONAL BUSINESS MACHS COR,0.317647
12490,2/28/01,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.106875
12490,3/30/01,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.037237
12490,4/30/01,IBM,INTERNATIONAL BUSINESS MACHS COR,0.19713
12490,5/31/01,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.027792
12490,6/29/01,IBM,INTERNATIONAL BUSINESS MACHS COR,0.010733
12490,7/31/01,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.068938
12490,8/31/01,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.048665
12490,9/28/01,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.082341
12490,10/31/01,IBM,INTERNATIONAL BUSINESS MACHS COR,0.17826
12490,11/30/01,IBM,INTERNATIONAL BUSINESS MACHS COR,0.07088
12490,12/31/01,IBM,INTERNATIONAL BUSINESS MACHS COR,0.046457
12490,1/31/02,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.108052
12490,2/28/02,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.089258
12490,3/28/02,IBM,INTERNATIONAL BUSINESS MACHS COR,0.059927
12490,4/30/02,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.194615
12490,5/31/02,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.037727
12490,6/28/02,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.105034
12490,7/31/02,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.022222
12490,8/30/02,IBM,INTERNATIONAL BUSINESS MACHS COR,0.072869
12490,9/30/02,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.226453
12490,10/31/02,IBM,INTERNATIONAL BUSINESS MACHS COR,0.353799
12490,11/29/02,IBM,INTERNATIONAL BUSINESS MACHS COR,0.10299
12490,12/31/02,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.108375
12490,1/31/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.009032
12490,2/28/03,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.001279
12490,3/31/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.006158
12490,4/30/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.082494
12490,5/30/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.038869
12490,6/30/03,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.062926
12490,7/31/03,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.015152
12490,8/29/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.011323
12490,9/30/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.077064
12490,10/31/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.013019
12490,11/28/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.013634
12490,12/31/03,IBM,INTERNATIONAL BUSINESS MACHS COR,0.023636
12490,1/30/04,IBM,INTERNATIONAL BUSINESS MACHS COR,0.070673
12490,2/27/04,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.025899
12490,3/31/04,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.04829
12490,4/30/04,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.039961
12490,5/28/04,IBM,INTERNATIONAL BUSINESS MACHS COR,0.006805
12490,6/30/04,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.004967
12490,7/30/04,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.012252
12490,8/31/04,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.025267
12490,9/30/04,IBM,INTERNATIONAL BUSINESS MACHS COR,0.012398
12490,10/29/04,IBM,INTERNATIONAL BUSINESS MACHS COR,0.046769
12490,11/30/04,IBM,INTERNATIONAL BUSINESS MACHS COR,0.052033
12490,12/31/04,IBM,INTERNATIONAL BUSINESS MACHS COR,0.046053
12490,1/31/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.052343
12490,2/28/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.007065
12490,3/31/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.012962
12490,4/29/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.16415
12490,5/31/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.008248
12490,6/30/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.017869
12490,7/29/05,IBM,INTERNATIONAL BUSINESS MACHS COR,0.124798
12490,8/31/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.031632
12490,9/30/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.004962
12490,10/31/05,IBM,INTERNATIONAL BUSINESS MACHS COR,0.020693
12490,11/30/05,IBM,INTERNATIONAL BUSINESS MACHS COR,0.088178
12490,12/30/05,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.075366
12490,1/31/06,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.010949
12490,2/28/06,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.010578
12490,3/31/06,IBM,INTERNATIONAL BUSINESS MACHS COR,0.027792
12490,4/28/06,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.001576
12490,5/31/06,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.02599
12490,6/30/06,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.038548
12490,7/31/06,IBM,INTERNATIONAL BUSINESS MACHS COR,0.00768
12490,8/31/06,IBM,INTERNATIONAL BUSINESS MACHS COR,0.049864
12490,9/29/06,IBM,INTERNATIONAL BUSINESS MACHS COR,0.01198
12490,10/31/06,IBM,INTERNATIONAL BUSINESS MACHS COR,0.1268
12490,11/30/06,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.001191
12490,12/29/06,IBM,INTERNATIONAL BUSINESS MACHS COR,0.056897
12490,1/31/07,IBM,INTERNATIONAL BUSINESS MACHS COR,0.020587
12490,2/28/07,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.059607
12490,3/30/07,IBM,INTERNATIONAL BUSINESS MACHS COR,0.014203
12490,4/30/07,IBM,INTERNATIONAL BUSINESS MACHS COR,0.084341
12490,5/31/07,IBM,INTERNATIONAL BUSINESS MACHS COR,0.046864
12490,6/29/07,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.012664
12490,7/31/07,IBM,INTERNATIONAL BUSINESS MACHS COR,0.051306
12490,8/31/07,IBM,INTERNATIONAL BUSINESS MACHS COR,0.058202
12490,9/28/07,IBM,INTERNATIONAL BUSINESS MACHS COR,0.009512
12490,10/31/07,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.014261
12490,11/30/07,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.090768
12490,12/31/07,IBM,INTERNATIONAL BUSINESS MACHS COR,0.027762
12490,1/31/08,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.009158
12490,2/29/08,IBM,INTERNATIONAL BUSINESS MACHS COR,0.066754
12490,3/31/08,IBM,INTERNATIONAL BUSINESS MACHS COR,0.011242
12490,4/30/08,IBM,INTERNATIONAL BUSINESS MACHS COR,0.048289
12490,5/30/08,IBM,INTERNATIONAL BUSINESS MACHS COR,0.076471
12490,6/30/08,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.084215
12490,7/31/08,IBM,INTERNATIONAL BUSINESS MACHS COR,0.079727
12490,8/29/08,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.044929
12490,9/30/08,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.039185
12490,10/31/08,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.205113
12490,11/28/08,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.116919
12490,12/31/08,IBM,INTERNATIONAL BUSINESS MACHS COR,0.031373
12490,1/30/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.088997
12490,2/27/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.009602
12490,3/31/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.052809
12490,4/30/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.065229
12490,5/29/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.035074
12490,6/30/09,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.017501
12490,7/31/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.129381
12490,8/31/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.005681
12490,9/30/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.013215
12490,10/30/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.008361
12490,11/30/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.052152
12490,12/31/09,IBM,INTERNATIONAL BUSINESS MACHS COR,0.036011
12490,1/29/10,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.065011
12490,2/26/10,IBM,INTERNATIONAL BUSINESS MACHS COR,0.043468
12490,3/31/10,IBM,INTERNATIONAL BUSINESS MACHS COR,0.008572
12490,4/30/10,IBM,INTERNATIONAL BUSINESS MACHS COR,0.005848
12490,5/28/10,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.023953
12490,6/30/10,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.01421
12490,7/30/10,IBM,INTERNATIONAL BUSINESS MACHS COR,0.039844
12490,8/31/10,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.035981
12490,9/30/10,IBM,INTERNATIONAL BUSINESS MACHS COR,0.089418
12490,10/29/10,IBM,INTERNATIONAL BUSINESS MACHS COR,0.070523
12490,11/30/10,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.010376
12490,12/31/10,IBM,INTERNATIONAL BUSINESS MACHS COR,0.037466
12490,1/31/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.103843
12490,2/28/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.003272
12490,3/31/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.007351
12490,4/29/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.046054
12490,5/31/11,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.005276
12490,6/30/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.015509
12490,7/29/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.060041
12490,8/31/11,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.050536
12490,9/30/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.017218
12490,10/31/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.055813
12490,11/30/11,IBM,INTERNATIONAL BUSINESS MACHS COR,0.022315
12490,12/30/11,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.021915
12490,1/31/12,IBM,INTERNATIONAL BUSINESS MACHS COR,0.047422
12490,2/29/12,IBM,INTERNATIONAL BUSINESS MACHS COR,0.025337
12490,3/30/12,IBM,INTERNATIONAL BUSINESS MACHS COR,0.060591
12490,4/30/12,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.007525
12490,5/31/12,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.064371
12490,6/29/12,IBM,INTERNATIONAL BUSINESS MACHS COR,0.013893
12490,7/31/12,IBM,INTERNATIONAL BUSINESS MACHS COR,0.002045
12490,8/31/12,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.001429
12490,9/28/12,IBM,INTERNATIONAL BUSINESS MACHS COR,0.064665
12490,10/31/12,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.06228
12490,11/30/12,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.018558
12490,12/31/12,IBM,INTERNATIONAL BUSINESS MACHS COR,0.007787
12490,1/31/13,IBM,INTERNATIONAL BUSINESS MACHS COR,0.060141
12490,2/28/13,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.006845
12490,3/28/13,IBM,INTERNATIONAL BUSINESS MACHS COR,0.062092
12490,4/30/13,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.050445
12490,5/31/13,IBM,INTERNATIONAL BUSINESS MACHS COR,0.031747
12490,6/28/13,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.08129
12490,7/31/13,IBM,INTERNATIONAL BUSINESS MACHS COR,0.020564
12490,8/30/13,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.060603
12490,9/30/13,IBM,INTERNATIONAL BUSINESS MACHS COR,0.015965
12490,10/31/13,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.032239
12490,11/29/13,IBM,INTERNATIONAL BUSINESS MACHS COR,0.007924
12490,12/31/13,IBM,INTERNATIONAL BUSINESS MACHS COR,0.043911
12490,1/31/14,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.058058
12490,2/28/14,IBM,INTERNATIONAL BUSINESS MACHS COR,0.05343
12490,3/31/14,IBM,INTERNATIONAL BUSINESS MACHS COR,0.039531
12490,4/30/14,IBM,INTERNATIONAL BUSINESS MACHS COR,0.020676
12490,5/30/14,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.056039
12490,6/30/14,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.016761
12490,7/31/14,IBM,INTERNATIONAL BUSINESS MACHS COR,0.057373
12490,8/29/14,IBM,INTERNATIONAL BUSINESS MACHS COR,0.009026
12490,9/30/14,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.012845
12490,10/31/14,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.133962
12490,11/28/14,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.006873
12490,12/31/14,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.010668
12490,1/30/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.04444
12490,2/27/15,IBM,INTERNATIONAL BUSINESS MACHS COR,0.063466
12490,3/31/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.008892
12490,4/30/15,IBM,INTERNATIONAL BUSINESS MACHS COR,0.067227
12490,5/29/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.001985
12490,6/30/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.041202
12490,7/31/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.004119
12490,8/31/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.079017
12490,9/30/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.019744
12490,10/30/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.033731
12490,11/30/15,IBM,INTERNATIONAL BUSINESS MACHS COR,0.004569
12490,12/31/15,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.012911
12490,1/29/16,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.093228
12490,2/29/16,IBM,INTERNATIONAL BUSINESS MACHS COR,0.060421
12490,3/31/16,IBM,INTERNATIONAL BUSINESS MACHS COR,0.155842
12490,4/29/16,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.036382
12490,5/31/16,IBM,INTERNATIONAL BUSINESS MACHS COR,0.06304
12490,6/30/16,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.012749
12490,7/29/16,IBM,INTERNATIONAL BUSINESS MACHS COR,0.058242
12490,8/31/16,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.002117
12490,9/30/16,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.000189
12490,10/31/16,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.032483
12490,11/30/16,IBM,INTERNATIONAL BUSINESS MACHS COR,0.064611
12490,12/30/16,IBM,INTERNATIONAL BUSINESS MACHS COR,0.02324
12490,1/31/17,IBM,INTERNATIONAL BUSINESS MACHS COR,0.051389
12490,2/28/17,IBM,INTERNATIONAL BUSINESS MACHS COR,0.038391
12490,3/31/17,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.031587
12490,4/28/17,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.079534
12490,5/31/17,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.03843
12490,6/30/17,IBM,INTERNATIONAL BUSINESS MACHS COR,0.007862
12490,7/31/17,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.059546
12490,8/31/17,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.000968
12490,9/29/17,IBM,INTERNATIONAL BUSINESS MACHS COR,0.014333
12490,10/31/17,IBM,INTERNATIONAL BUSINESS MACHS COR,0.061897
12490,11/30/17,IBM,INTERNATIONAL BUSINESS MACHS COR,0.009152
12490,12/29/17,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.003572
12490,1/31/18,IBM,INTERNATIONAL BUSINESS MACHS COR,0.067006
12490,2/28/18,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.038913
12490,3/29/18,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.015401
12490,4/30/18,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.055204
12490,5/31/18,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.014349
12490,6/29/18,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.011393
12490,7/31/18,IBM,INTERNATIONAL BUSINESS MACHS COR,0.037437
12490,8/31/18,IBM,INTERNATIONAL BUSINESS MACHS COR,0.021528
12490,9/28/18,IBM,INTERNATIONAL BUSINESS MACHS COR,0.032291
12490,10/31/18,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.236625
12490,11/30/18,IBM,INTERNATIONAL BUSINESS MACHS COR,0.090184
12490,12/31/18,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.085298
12490,1/31/19,IBM,INTERNATIONAL BUSINESS MACHS COR,0.182546
12490,2/28/19,IBM,INTERNATIONAL BUSINESS MACHS COR,0.03928
12490,3/29/19,IBM,INTERNATIONAL BUSINESS MACHS COR,0.021501
12490,4/30/19,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.005882
12490,5/31/19,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.083125
12490,6/28/19,IBM,INTERNATIONAL BUSINESS MACHS COR,0.085912
12490,7/31/19,IBM,INTERNATIONAL BUSINESS MACHS COR,0.074982
12490,8/30/19,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.074811
12490,9/30/19,IBM,INTERNATIONAL BUSINESS MACHS COR,0.072973
12490,10/31/19,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.080388
12490,11/29/19,IBM,INTERNATIONAL BUSINESS MACHS COR,0.017498
12490,12/31/19,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.003049
12490,1/31/20,IBM,INTERNATIONAL BUSINESS MACHS COR,0.072292
12490,2/28/20,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.083212
12490,3/31/20,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.147676
12490,4/30/20,IBM,INTERNATIONAL BUSINESS MACHS COR,0.131885
12490,5/29/20,IBM,INTERNATIONAL BUSINESS MACHS COR,0.007725
12490,6/30/20,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.033066
12490,7/31/20,IBM,INTERNATIONAL BUSINESS MACHS COR,0.017968
12490,8/31/20,IBM,INTERNATIONAL BUSINESS MACHS COR,0.016268
12490,9/30/20,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.0133
12490,10/30/20,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.082272
12490,11/30/20,IBM,INTERNATIONAL BUSINESS MACHS COR,0.120813
12490,12/31/20,IBM,INTERNATIONAL BUSINESS MACHS COR,0.019106
12490,1/29/21,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.053781
12490,2/26/21,IBM,INTERNATIONAL BUSINESS MACHS COR,0.012174
12490,3/31/21,IBM,INTERNATIONAL BUSINESS MACHS COR,0.120491
12490,4/30/21,IBM,INTERNATIONAL BUSINESS MACHS COR,0.064686
12490,5/28/21,IBM,INTERNATIONAL BUSINESS MACHS COR,0.024669
12490,6/30/21,IBM,INTERNATIONAL BUSINESS MACHS COR,0.019827
12490,7/30/21,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.038406
12490,8/31/21,IBM,INTERNATIONAL BUSINESS MACHS COR,0.007236
12490,9/30/21,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.010047
12490,10/29/21,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.099546
12490,11/30/21,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.009401
12490,12/31/21,IBM,INTERNATIONAL BUSINESS MACHS COR,0.141418
12490,1/31/22,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.000673
12490,2/28/22,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.070525
12490,3/31/22,IBM,INTERNATIONAL BUSINESS MACHS COR,0.061301
12490,4/29/22,IBM,INTERNATIONAL BUSINESS MACHS COR,0.016844
12490,5/31/22,IBM,INTERNATIONAL BUSINESS MACHS COR,0.062628
12490,6/30/22,IBM,INTERNATIONAL BUSINESS MACHS COR,0.016926
12490,7/29/22,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.07366
12490,8/31/22,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.005276
12490,9/30/22,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.075049
12490,10/31/22,IBM,INTERNATIONAL BUSINESS MACHS COR,0.163959
12490,11/30/22,IBM,INTERNATIONAL BUSINESS MACHS COR,0.088654
12490,12/30/22,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.053794
12490,1/31/23,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.043722
12490,2/28/23,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.028056
12490,3/31/23,IBM,INTERNATIONAL BUSINESS MACHS COR,0.013844
12490,4/28/23,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.035701
12490,5/31/23,IBM,INTERNATIONAL BUSINESS MACHS COR,0.030377
12490,6/30/23,IBM,INTERNATIONAL BUSINESS MACHS COR,0.040594
12490,7/31/23,IBM,INTERNATIONAL BUSINESS MACHS COR,0.077498
12490,8/31/23,IBM,INTERNATIONAL BUSINESS MACHS COR,0.029893
12490,9/29/23,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.044473
12490,10/31/23,IBM,INTERNATIONAL BUSINESS MACHS COR,0.030934
12490,11/30/23,IBM,INTERNATIONAL BUSINESS MACHS COR,0.107716
12490,12/29/23,IBM,INTERNATIONAL BUSINESS MACHS COR,0.031471
12490,1/31/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.122959
12490,2/29/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.016498
12490,3/28/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.032049
12490,4/30/24,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.129661
12490,5/31/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.013959
12490,6/28/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.03656
12490,7/31/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.110957
12490,8/30/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.060685
12490,9/30/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.093752
12490,10/31/24,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.064954
12490,11/29/24,IBM,INTERNATIONAL BUSINESS MACHS COR,0.108166
12490,12/31/24,IBM,INTERNATIONAL BUSINESS MACHS COR,-0.033332
13856,1/31/90,PEP,PEPSICO INC,-0.101563
13856,2/28/90,PEP,PEPSICO INC,0.017391
13856,3/30/90,PEP,PEPSICO INC,0.074786
13856,4/30/90,PEP,PEPSICO INC,0.057884
13856,5/31/90,PEP,PEPSICO INC,0.115094
13856,6/29/90,PEP,PEPSICO INC,0.054822
13856,7/31/90,PEP,PEPSICO INC,-0.008052
13856,8/31/90,PEP,PEPSICO INC,-0.024351
13856,9/28/90,PEP,PEPSICO INC,-0.077537
13856,10/31/90,PEP,PEPSICO INC,0.043478
13856,11/30/90,PEP,PEPSICO INC,0.067708
13856,12/31/90,PEP,PEPSICO INC,0.018537
13856,1/31/91,PEP,PEPSICO INC,0.057692
13856,2/28/91,PEP,PEPSICO INC,0.190909
13856,3/28/91,PEP,PEPSICO INC,0.048855
13856,4/30/91,PEP,PEPSICO INC,-0.069343
13856,5/31/91,PEP,PEPSICO INC,-0.015686
13856,6/28/91,PEP,PEPSICO INC,-0.071873
13856,7/31/91,PEP,PEPSICO INC,0.099138
13856,8/30/91,PEP,PEPSICO INC,0.015686
13856,9/30/91,PEP,PEPSICO INC,-0.115985
13856,10/31/91,PEP,PEPSICO INC,0
13856,11/29/91,PEP,PEPSICO INC,0.039474
13856,12/31/91,PEP,PEPSICO INC,0.147511
13856,1/31/92,PEP,PEPSICO INC,-0.00369
13856,2/28/92,PEP,PEPSICO INC,-0.044444
13856,3/31/92,PEP,PEPSICO INC,0.065736
13856,4/30/92,PEP,PEPSICO INC,0.065693
13856,5/29/92,PEP,PEPSICO INC,0
13856,6/30/92,PEP,PEPSICO INC,-0.040959
13856,7/31/92,PEP,PEPSICO INC,0.071685
13856,8/31/92,PEP,PEPSICO INC,0.003344
13856,9/30/92,PEP,PEPSICO INC,0.013467
13856,10/30/92,PEP,PEPSICO INC,0.052805
13856,11/30/92,PEP,PEPSICO INC,0.021944
13856,12/31/92,PEP,PEPSICO INC,0.021595
13856,1/29/93,PEP,PEPSICO INC,0.009036
13856,2/26/93,PEP,PEPSICO INC,-0.047761
13856,3/31/93,PEP,PEPSICO INC,0.078495
13856,4/30/93,PEP,PEPSICO INC,-0.122449
13856,5/28/93,PEP,PEPSICO INC,-0.036545
13856,6/30/93,PEP,PEPSICO INC,0.025103
13856,7/30/93,PEP,PEPSICO INC,0.010135
13856,8/31/93,PEP,PEPSICO INC,0.053512
13856,9/30/93,PEP,PEPSICO INC,0.000889
13856,10/29/93,PEP,PEPSICO INC,0.006369
13856,11/30/93,PEP,PEPSICO INC,0.018987
13856,12/31/93,PEP,PEPSICO INC,0.019503
13856,1/31/94,PEP,PEPSICO INC,-0.012232
13856,2/28/94,PEP,PEPSICO INC,-0.03096
13856,3/31/94,PEP,PEPSICO INC,-0.059808
13856,4/29/94,PEP,PEPSICO INC,-0.003413
13856,5/31/94,PEP,PEPSICO INC,-0.013699
13856,6/30/94,PEP,PEPSICO INC,-0.144306
13856,7/29/94,PEP,PEPSICO INC,-0.004082
13856,8/31/94,PEP,PEPSICO INC,0.086066
13856,9/30/94,PEP,PEPSICO INC,0.005434
13856,10/31/94,PEP,PEPSICO INC,0.056604
13856,11/30/94,PEP,PEPSICO INC,0.007143
13856,12/30/94,PEP,PEPSICO INC,0.033475
13856,1/31/95,PEP,PEPSICO INC,0.017241
13856,2/28/95,PEP,PEPSICO INC,0.061017
13856,3/31/95,PEP,PEPSICO INC,0.004601
13856,4/28/95,PEP,PEPSICO INC,0.063898
13856,5/31/95,PEP,PEPSICO INC,0.177177
13856,6/30/95,PEP,PEPSICO INC,-0.067347
13856,7/31/95,PEP,PEPSICO INC,0.03022
13856,8/31/95,PEP,PEPSICO INC,-0.034667
13856,9/29/95,PEP,PEPSICO INC,0.131492
13856,10/31/95,PEP,PEPSICO INC,0.031863
13856,11/30/95,PEP,PEPSICO INC,0.052257
13856,12/29/95,PEP,PEPSICO INC,0.012641
13856,1/31/96,PEP,PEPSICO INC,0.067114
13856,2/29/96,PEP,PEPSICO INC,0.060797
13856,3/29/96,PEP,PEPSICO INC,0.003162
13856,4/30/96,PEP,PEPSICO INC,0.003953
